review_id,lodging_id,guest_id,date,review,rating,overall_sentiment,room_sentiment,guest_service_sentiment,cleaning_sentiment,breakfast_sentiment,sentiment_score,clean_review
32902,1520,30916,2021-08-01,"Very close the airport. For the price, I had low expectations but I was very impressed.

Next time I’m in Houston, I’ll most definitely be coming back here.",5,1,1,1,1,0,0.6518,close airport price low expectation impress next time I m houston ill definitely come back
32903,1520,30917,2022-12-13,"Very close to airport and convenience with shuttle, staffs are kind and prompt. Very satisfied!",5,1,1,1,1,1,0.7574,close airport convenience shuttle staff kind prompt satisfied
32904,1520,30918,2022-03-13,very close to the airport but transportation was kind of slow!!,4,-1,0,0,0,0,0.0,close airport transportation kind slow
32905,1520,30919,2021-07-11,"Very close to the airport. Free shuttle but the service was a bit chaotic - poor communication between the front desk and the shuttle van driver. We were promised a bag breakfast but none was available at 6:45 AM. I had been a bit concerned about recent complaints of vermin but I'm happy to report that the facilities were clean. All in all, a pleasant stay.",4,1,0,-1,1,-1,0.7543,close airport free shuttle service bit chaotic poor communication front desk shuttle van driver promise bag breakfast none available 645 bit concerned recent complaint vermin I m happy report facility clean pleasant stay
32906,1520,30920,2021-03-15,Very close to the airport. It was just what we needed for our visit.,5,1,0,0,0,0,0.0,close airport need visit
32907,1520,30921,2022-06-27,very close to the airport. Staff was very nice a let me check in early. They also have an airport shuttle and the food at the restaurant was very good,4,1,0,1,1,1,0.742,close airport staff nice let check early also airport shuttle food restaurant good
32908,1520,30922,2022-06-14,"Very comfortable, clean, property well taken care of.",4,1,1,0,1,0,0.8973,comfortable clean property well take care
32909,1520,30923,2022-11-09,"Very convenient , excelente service.",5,1,1,1,1,0,0.0,convenient excelente service
32910,1520,30924,2022-06-17,Very convenient in terms of price and distance from the airport...,5,1,0,0,0,0,0.0,convenient term price distance airport
32911,1520,30925,2023-01-02,Very convenient to the airport. Nice room for the price  and good shuttle service,5,1,1,1,1,0,0.6908,convenient airport nice room price good shuttle service
32912,1520,30926,2021-06-07,"Very convenient, right by the airport. Picked me up by my gate and easy to schedule a departure drop-off.",5,1,0,1,1,0,0.4404,convenient right airport pick gate easy schedule departure dropoff
32913,1520,30927,2021-07-24,Very disappointed many cockroaches in the room they need fumigation,4,-1,-1,0,-1,0,-0.5256,disappoint many cockroach room need fumigation
32914,1520,30928,2022-01-09,"Very fast and friendly checkin, facility was very clean and well kept.",5,1,1,1,1,0,0.8325,fast friendly checkin facility clean well keep
32915,1520,30929,2023-04-07,Very friendly and happy,5,1,1,1,1,1,0.8155,friendly happy
32916,1520,30930,2020-09-11,"Very nice stay, polite staff,clean rooms . Checkin was smooth",5,1,1,1,1,0,0.4754,nice stay polite staffclean room checkin smooth
32917,1520,30931,2022-03-14,"Very pleasant staff. Clean comfortable room. Very convenient to the airport. Uber arrived in under 2 minutes for trip downtown. A little dated property, but what should you expect. A terrific value for the money.",4,1,1,1,1,0,0.9132,pleasant staff clean comfortable room convenient airport uber arrive 2 minute trip downtown little date property expect terrific value money
32918,1520,30932,2023-05-27,Very pleasant stay. Will definitely return again.,4,1,1,1,1,1,0.7425,pleasant stay definitely return
32919,1520,30933,2021-09-06,Very poir service. Noisy room and hallways,1,-1,-1,-1,0,0,-0.2415,poir service noisy room hallway
32920,1520,30934,2021-02-16,"Very poor experience,  understandable under the extreme weather condition but unacceptable still. Didn't get the king room we reserved, room was in poor condition, no housekeeping or sterilizing of the room, no food service, breakfast which was included was unavailable upon our arrival. Room odor was horrible.",1,-1,-1,-1,-1,-1,-0.9688,poor experience understandable extreme weather condition unacceptable still do not get king room reserve room poor condition housekeeping sterilize room food service breakfast include unavailable upon arrival room odor horrible
32921,1520,30935,2021-05-17,"Very reminisce of what great about traveling when I was kid.  Young man counter should be moved up in the company he was equal if not better than Westin, Marriott, Hilton clerks!!!",5,1,1,1,1,0,0.4007,reminisce great travel kid young man counter move company equal well westin marriott hilton clerk
32922,1520,30936,2021-05-04,"Very run down, not clean, staff was rude.",3,-1,-1,-1,-1,0,-0.6437,run clean staff rude
32923,1520,30937,2021-01-31,Very shabby.  Internet did not work.  No hot water in shower.  Telephone in room was not working.  Toilet top didn’t fit the bowl.  Bed was not comfortable.   Would definitely not recommend this place.  Zero amenities. Looked like an old motel from the 70’s.,2,-1,-1,0,-1,0,-0.658,shabby internet work hot water shower telephone room work toilet top do not fit bowl bed comfortable would definitely recommend place zero amenity look like old motel 70s
32924,1520,30938,2023-02-28,"Vomit on curtain, did not realize that the smell in the room was due to this until 1130 pm
Staff removed the curtains in the am; asked three times durung the day for replacement curtains and not done replaced... slept with no curtains.

No safe in room

Pool not available for swimming

Room was very humid and damp

Hotel had many spots with water damage, through out the facility",1,-1,-1,-1,-1,0,-0.5719,vomit curtain realize smell room due 1130 pm staff remove curtain ask three time durung day replacement curtain do replace slept curtain safe room pool available swimming room humid damp hotel many spot water damage facility
32925,1520,30939,2022-02-24,"Waited an hour for the shuttle.  The hotel doesn’t have their own vans. They use a service that services many hotels. The front desk agent was extremely rude, too.",1,-1,0,-1,0,0,-0.5095,wait hour shuttle hotel do not van use service service many hotel front desk agent extremely rude
32926,1520,30940,2022-05-04,Waited for 1.5h for shuttle bus. Room is damp and smelly. Front desk is friendly. All in all an experience I wouldn't want to repeat.,3,-1,-1,1,-1,0,0.4548,wait 15h shuttle bus room damp smelly front desk friendly experience would not want repeat
32927,1520,30941,2021-03-25,Walking to my room it was a cocky roach in the hallway the towels was rough they have them old ass beds i had a spring mattress that had a dint in the middle it was so uncomfortable I rate this place a 0,1,-1,-1,0,-1,0,-0.8109,walk room cocky roach hallway towel rough old ass bed spring mattress dint middle uncomfortable rate place 0
32928,1520,30942,2021-07-13,Walls were thin I can hear a conversation from the next room especially in the Bathroom,3,-1,-1,0,0,0,0.0,wall thin hear conversation next room especially bathroom
32929,1520,30943,2021-06-22,Was busy during check in but they were quick to get people  in and out. Had no issues!,5,1,0,1,0,0,-0.4215,busy check quick get people issue
32930,1520,30944,2021-08-15,Was ok diner good and overall clean and smell good inside and need some freshen up paint but outside looking old and need of lots of repair and new painting !,4,0,0,1,1,0,0.6542,ok diner good overall clean smell good inside need freshen paint outside look old need lot repair new painting
32931,1520,30945,2022-05-27,"Was very clean and very organized,  but the breakfast was not good and the employee was a little serious 
In general I  will be back",4,1,1,-1,1,-1,-0.2785,clean organize breakfast good employee little serious general back
32932,1520,30946,2021-03-09,Was very good people staff very polite l will do it again,5,1,1,1,1,0,0.4927,good people staff polite l
32933,1520,30947,2020-09-14,wasn't clean the bathroom toilet was clog up.. the water in the sink didn't go down and the room didn't smell fresh,1,-1,-1,0,-1,0,-0.4973,be not clean bathroom toilet clog water sink do not go room do not smell fresh
32934,1520,30948,2022-06-15,Water pressure and temp were terrible no housekeeping staff was kinda rude and unhelpful. Ac just barely worked and the hotel lobby was hot and stuffy toilet stopped working staff didn’t offer to move me unti hours later,2,-1,-1,-1,-1,0,-0.8752,water pressure temp terrible housekeeping staff kinda rude unhelpful ac barely work hotel lobby hot stuffy toilet stop work staff do not offer move unti hour later
32935,1520,30949,2021-10-28,Water pressure low. Not enough towels. Pleasant staff at,3,-1,-1,1,0,0,-0.7186,water pressure low enough towel pleasant staff
32936,1520,30950,2021-10-12,"We absolutely love this hotel. Great staff and very clean. We have been here many times and love going back. We must say, however, that the restaurantHOURS were problematic on our last trip. It was never open and there is nowhere to walk to food nearby so this was a problem. We know places are short staffed but you HAVE  to offer lunch and dinner to the guests PLEASE.",4,1,1,1,1,-1,0.8425,absolutely love hotel great staff clean many time love go back must say however restauranthour problematic last trip never open nowhere walk food nearby problem know place short staff offer lunch dinner guest please
32937,1520,30951,2021-07-15,We always stay at this Ramada when flying out of IAH. It is convenient and prices reasonably. Staff are always kind providing excellent customer service; clean rooms. Overall excellent!!!,5,1,1,1,1,0,0.926,always stay ramada fly iah convenient price reasonably staff always kind provide excellent customer service clean room overall excellent
32938,1520,30952,2023-04-12,"We arrived early and required to wait for 5 hours before we could have access to our room.  There were three other travels asleep on the couches in the lobby while they waited for the 3:00 pm check-in time.
Ni telephone in the room, television was unwatchable, old cigarette buts on the outdoor patio where the air conditioning unit was located and transferred the odour into the room. Staff was friendly enough but seemed to ""ham stringed"" to provide what we asked for due to limited availability provided by the corporation.",2,-1,-1,0,-1,0,-0.0516,arrive early require wait 5 hour could access room three travel asleep couch lobby wait 300 pm checkin time ni telephone room television unwatchable old cigarette but outdoor patio air conditioning unit locate transfer odour room staff friendly enough seem ham string provide ask due limited availability provide corporation
32939,1520,30953,2021-06-29,"We arrived late to the hotel due to issues with the shuttle service.  Upon entering the hotel, there were several other customers in line. We waited in line for close to 2 hours to be checked in. People in line became unruly and the gal threatened to walk off the job for being treated poorly. She didn't deserve that treatment. However,  i felt frustrated and waiting for a shuttle and check in, my kids and I only had a couple hours of sleep and then could only catch a too early shuttle. Then our breakfast was a nasty sack of garbage. Our room smelled of cigarettesand mold, the room was so moist with no way to circulate the air. I could have slept in the airport and been more comfortable plus not paid so much money.",2,-1,-1,-1,-1,-1,-0.8347,arrive late hotel due issue shuttle service upon enter hotel several customer line wait line close 2 hour check people line become unruly gal threaten walk job treat poorly do not deserve treatment however feel frustrated waiting shuttle check kid couple hour sleep could catch early shuttle breakfast nasty sack garbage room smell cigarettesand mold room moist way circulate air could slept airport comfortable plus pay much money
32940,1520,30954,2021-10-31,We asked the staff for extra toiletry and there was no response. The place was too old and rusty. The breakfast was terrible.,2,-1,-1,-1,-1,-1,-0.6486,ask staff extra toiletry response place old rusty breakfast terrible
32941,1520,30955,2023-07-20,"We booked the airport solely for its location and the airport transport bus let us down. We were booked on a 5am shuttle bus and asked to be there 15 mins early. Not willing to make a mistake, we were came 30 mins early. 1 hour later we were still waiting for the regular shuttle. This caused a great deal of unnecessary stress and the front desk staff were not able to assist / support us. Luckily we didn't miss our flight otherwise we would be having a very different discussion with the hotel. A shame since otherwise the hotel worked well. Please look at your support systems and staff training.",3,-1,0,-1,0,0,0.8535,book airport solely location airport transport bus let we book 5 am shuttle bus ask 15 min early willing make mistake come 30 min early 1 hour later still wait regular shuttle cause great deal unnecessary stress front desk staff able assist support we luckily do not miss flight otherwise would different discussion hotel shame since otherwise hotel work well please look support system staff train
32942,1520,30956,2022-02-22,We booked this property because we had a 6AM international flight the next day. It was okay-seemed a bit dirty and the staff was ok. It served it's purpose.,3,0,-1,0,-1,0,-0.1779,book property 6 am international flight next day okayseemed bit dirty staff ok serve purpose
32943,1520,30957,2020-10-30,"We booked two rooms, but reception only showed one room.  The extra long wait at check in to sort it out after a long day of travel was not appreciated.  Desk clerk never even apologized.",4,-1,-1,-1,0,0,-0.7181,book two room reception show one room extra long wait check sort long day travel appreciate desk clerk never even apologize
32944,1520,30958,2023-05-28,We got there after 12 midnight...there was a bedbug in the first room..soiled carpet...stained matresses...and they did give us another room however we barely slept with 2 small children..slept with clothes on..showered in am and bagged all our clothes so we wouldnt transfer bed bugs to our fa.ily members,1,-1,-1,0,-1,0,0.0,get 12 midnightthere bedbug first roomsoile carpetstaine matressesand give we another room however barely sleep 2 small childrenslept clothe onshowere bag clothe would not transfer bed bug faily member
32945,1520,30959,2020-12-03,"We had a late arrival and asked for a shuttle pickup.  The front desk said the shuttle will be there in 15 minutes.  That 15 minutes became close to an hour.  Every time I called to let them know that shuttle wasn't there yet, the front desk clear would then again say it'll be there in 15 minutes!  That was annoying especially when you're tired and it was late.",3,-1,0,-1,0,0,-0.5046,late arrival ask shuttle pickup front desk say shuttle 15 minute 15 minute become close hour every time call let know shuttle be not yet front desk clear would say it ll 15 minute annoy especially you re tired late
32946,1520,30960,2021-04-07,"We had a nice room for the night, but no hot water, just a bit warm. We were treated excellently by the staff at the counter.",3,1,0,1,0,0,0.7964,nice room night hot water bit warm treat excellently staff counter
32947,1520,30961,2021-10-09,"We had an issue with finding a note under our bed from a previous guest telling us the bed was dirty/had not been cleaned. I’m still not sure if it was a joke or not but it was very disconcerting to find. We were able to switch rooms fortunately and the upper management responded very kindly to the incident, but I cannot say the same for the in house staff the night it occurred.",2,-1,-1,0,-1,0,0.7058,issue find note bed previous guest tell we bed dirtyhad clean I m still sure joke disconcerting find able switch room fortunately upper management respond kindly incident say house staff night occur
32948,1520,30962,2020-10-22,"We had to change rooms due to the curtain wouldn't close all the way at the edge in the king bedroom. The two queen size beds that we ended up taking 
, it was a more cozier looking room.It was a clean room and the only problem was the air conditioner unit was to loud,but we figured out how to nullify the noise.",4,1,1,0,1,0,0.0,change room due curtain would not close way edge king bedroom two queen size bed end take cozier look roomit clean room problem air conditioner unit loudbut figure nullify noise
32949,1520,30963,2022-06-09,We have always enjoyed staying here but the Hookah Bar “attendant” was in the lobby area and was very foul mouthed and a big turnoff. Not a fan of bar being open all night.,3,-1,1,-1,0,0,-0.0369,always enjoy stay hookah bar attendant lobby area foul mouth big turnoff fan bar open night
32950,1520,30964,2021-11-22,We just stayed as it was near the airport as we were flying to Mexico the reception was good and helpful and the rooms were clean They did offer breakfast in a brown bag I would definitely stay here again,5,1,1,1,1,0,0.8779,stay near airport fly mexico reception good helpful room clean offer breakfast brown bag would definitely stay
32951,1520,30965,2022-03-14,"We loved it!! Very comfortable home away from home! Staff was friendly and when we needed towels, housekeeping was on point. We would stay there again. Loved our stay!!",5,1,1,1,1,0,0.9392,love comfortable home away home staff friendly need towel housekeeping point would stay love stay
32952,1520,30966,2020-10-13,"We really liked the place, and the price was extremely reasonable. It's a classy place - nice lounge area, beautiful piano, pool, breakfast area, free shuttle, many amenities for the price. The rooms were clean and above average.",5,1,1,1,1,1,0.9581,really like place price extremely reasonable classy place nice lounge area beautiful piano pool breakfast area free shuttle many amenity price room clean average
32953,1520,30967,2023-01-31,We stay here each year and like it’s location and services. Unfortunately they’re under renovations and the restaurant was closed. Still had a great dinner in the breakfast area!,4,1,0,1,0,1,0.6369,stay year like location service unfortunately they re renovation restaurant close still great dinner breakfast area
32954,1520,30968,2021-08-04,We stayed here to be close to the airport for an early morning flight. We checked in a little after 3pm and noticed the room had a nasty bathtub ans room walls and super hot.. we called the front desk and they sent someone to clean it. She only cleaned the bathtub up not the walls. We left to go have dinner and came back it was a few degrees cooler but still too hot to sleep. My husband tried to sleep for a bit but my kids and i couldn't. Around 10:30/11pm he called front desk again telling her how hot it was.. she told us to pack up and come down..  she tried so hard to help and she also had a lobby full of customers to help as well. She called several managers and none would answer. Finally she got us moved to another room.. it was still a hot terrible night but we had to be at the airport at 245am... No air in the hallways at all or lobby. I would never stay here again. Weve stayed at lower star hotels before that were better than this place.,2,-1,-1,1,-1,0,0.685,stay close airport early morning flight check little 3 pm noticed room nasty bathtub ans room wall super hot call front desk send someone clean clean bathtub wall leave go dinner come back degree cool still hot sleep husband try sleep bit kid could not around 103011pm call front desk tell hot tell we pack come try hard help also lobby full customer help well call several manager none would answer finally get we move another room still hot terrible night airport 245am air hallways lobby would never stay we ve stay low star hotel well place
32955,1520,30969,2023-01-01,We stayed just for the night for our early morning flight. The staff at the front desk was so friendly and approachable. It looked like an older hotel and seemed like it was under construction. Our room wasn’t the prettiest but looked clean to me. I’d would stay again!,4,1,0,1,0,0,0.7656,stay night early morning flight staff front desk friendly approachable look like old hotel seem like construction room be not prettiest look clean i d would stay
32956,1520,30970,2021-10-15,"We utilized the 24 hour airport shuttle twice in our 4.5 hour stay. Front desk attendant, Antonio, was very friendly and helpful with our check-in and checkout and provided us with a bowl for my daughter to eat cereal without even asking him. This is the best option if you're in a bind at IAH and need 24 hr shuttle service.",5,1,0,1,0,0,0.8947,utilize 24 hour airport shuttle twice 45 hour stay front desk attendant antonio friendly helpful checkin checkout provide us bowl daughter eat cereal without even ask good option you re bind iah need 24 hr shuttle service
32957,1520,30971,2023-06-10,"We waited in a line for almost 2 hours to check in. Once I finally got to the front, they had given away my room. Front desk staff is RUDE. There were at least 30 people in line behind me. Terrible!",1,-1,-1,-1,0,0,-0.7269,wait line almost 2 hour check finally get front give away room front desk staff rude least 30 people line behind terrible
32958,1520,30972,2022-04-16,We waited over two hours to be picked up by shuttle upon our arrival.  The carpet was completely worn out on the floor.  The plug in the bathtub was broken and there was no not wayer when we arrived.  I would never recommend this hotel to anybody.  Man answering the telephone for shuttle was very rude,2,-1,-1,-1,-1,0,-0.9041,wait two hour pick shuttle upon arrival carpet completely wear floor plug bathtub break wayer arrive would never recommend hotel anybody man answer telephone shuttle rude
32959,1520,30973,2023-05-02,"We were assigned a room on the second floor and when we got there, the door was wide open and the bathroom light wouldn’t turn on. We asked for a new room and someone had used the toilet.",1,-1,-1,0,-1,0,0.0,assign room second floor get door wide open bathroom light would not turn ask new room someone use toilet
32960,1520,30974,2022-11-22,We were not informed about the rooms cleaning policy .That was really disgusting .,4,-1,-1,0,-1,0,-0.5709,inform room clean policy really disgusting
32961,1520,30975,2021-06-12,"We were only there for a short time. The pros were the location, general cleanliness (carpets need to be cleaned) and the room was comfy and quiet. The cons were the check-in took entirely too long (not the gentleman's fault as he appeared to be the only staff there) and the constant smell of marijuana everywhere in the hotel.",4,-1,1,-1,-1,0,0.3089,short time pro location general cleanliness carpet need clean room comfy quiet con checkin take entirely long gentleman fault appear staff constant smell marijuana everywhere hotel
32962,1520,30976,2021-09-21,"We were told to arrive in the lobby for our airport shuttle at 3:30 AM. We arrived at 3:28 AM to be told by the front desk that our shuttle had left and we should have arrived 10 minutes early, which was the first time we were told this information. The guy at the front desk in the morning was extremely rude during the entire process. We ended up paying for a Lyft.

There was also a wasp in our bathroom...",2,-1,-1,-1,-1,0,-0.4927,tell arrive lobby airport shuttle 330 arrive 328 tell front desk shuttle leave arrive 10 minute early first time tell information guy front desk morning extremely rude entire process end pay lyft also wasp bathroom
32963,1520,30977,2021-12-02,"We were told to leave our towels outside in the hallway and they would be replaced which wasn’t the case. I had to go to the front counter three different times for towels.  Hardly any of the workout equipment works, There is no pool table which is shown in the pictures when you’re booking and there is also no breakfast provided which is also on the website when booking. That was part of the reason I chose the hotel. 
The website clearly needs updated.",4,-1,-1,-1,-1,-1,-0.2263,tell leave towel outside hallway would replace be not case go front counter three different time towel hardly workout equipment work pool table show picture you re book also breakfast provide also website book part reason choose hotel website clearly need update
32964,1520,30978,2021-07-01,"We were very pleased with our stay. Only the bedroom doesn’t have enough light. 
Also the controls to the a/c and heater are hard to see.",3,-1,-1,0,0,0,0.4201,pleased stay bedroom do not enough light also control ac heater hard see
32965,1520,30979,2022-11-23,"Well kept, very clean!! My room was on point. Very friendly staff. The shuttle bus was very punctual and the best thing is that the airport is 5 minutes away!",5,1,1,1,1,0,0.915,well keep clean room point friendly staff shuttle bus punctual good thing airport 5 minute away
32966,1520,30980,2021-01-09,"Well maintained, and quiet place. The staff was very helpful. The shuttle service was on time as well.",5,1,1,1,1,0,0.7425,well maintain quiet place staff helpful shuttle service time well
32967,1520,30981,2021-06-16,"Well, its not accesible to best touristic venues, long distance from there, really expensive transportation to those places",5,-1,0,0,0,0,-0.3111,well accesible good touristic venue long distance really expensive transportation place
32968,1520,30982,2021-09-15,Well. It has a pool that was open. The restaurant was closed but I didn't care to eat anyways. The fitness room was closed but at least they have one. The room was very comfortable and I hadn't sleep that great in a few months.,5,1,1,0,0,0,0.0532,well pool open restaurant close do not care eat anyways fitness room close least one room comfortable have not sleep great month
32969,1520,30983,2021-12-03,We've stayed here before. The hotel is in a good location with convenient access to the Humble area. The staff were nice and welcome.,5,1,0,1,0,0,0.8271,we ve stay hotel good location convenient access humble area staff nice welcome
32970,1520,30984,2022-06-29,What I like about the hotel was it was only 10 minutes away from the airport. The lobby of the hotel was very hot. My room was not that cool either. I came into my room one night and there was two bees flying around in the room.,3,-1,-1,0,-1,0,0.1625,like hotel 10 minute away airport lobby hotel hot room cool either come room one night two bee fly around room
32971,1520,30985,2021-11-14,What is wrong with you people that you don't provide your guests with WATER to drink and make them BUY it at the front desk??  Last time I stay at your facility.  Absolutely greed above a BASIC human need.,1,-1,0,-1,0,0,-0.7264,wrong people do not provide guest water drink make buy front desk last time stay facility absolutely greed basic human need
32972,1520,30986,2021-06-06,"When I arrived a marijuana smell in the entrance, super dirty, in the morning two people were beating in the hallway, the rooms smell bad.",1,-1,-1,0,-1,0,-0.6705,arrive marijuana smell entrance super dirty morning two people beat hallway room smell bad
32973,1520,30987,2022-07-18,"When we arrived, the room was not made up.  We called the front desk and asked for another room, was told that there was NOT another room.  We asked for housekeeping, which had gone home for the night.  We asked for sheets so we could change the beds ourselves.  It was not ideal, but we had no choice since it was 9 pm and we had to check out at 4 am for a flight.",2,-1,-1,-1,-1,0,-0.5702,arrive room make call front desk ask another room tell another room ask housekeeping go home night ask sheet could change bed ideal choice since 9 pm check 4 flight
32974,1520,30988,2022-09-10,"Where to start well first the shuttle never showed up so a different hotel shuttle was nice enough to drive us then we get to hotel and looks like a hurricane hit it, then the girl at the front desk wouldn’t put her phone down we stood at the counter and said hello three times before she looked up then we get to our room and cockroaches everywhere they move us to a different room still cockroaches everywhere we asked for a refund and the manager laughed at us the room was dirty the towels had black stains on them hair on the pillows and blankets food on the floor absolutely no water pressure or hot water toilet wouldn’t flush the pool area looked like it was the battlefield of a war, hotels.com wouldn’t do anything for us so we had to stay at the roach motel for that night and thank god we could cancel the rooms on the way back, we had 4 rooms total all 4 had roaches dirty towels and beds, it was a cheaper hotel but it was bad so if u want to cheap out just sleep at a bus shack it’s cheaper and cleaner.",1,-1,-1,-1,-1,0,-0.5734,start well first shuttle never show different hotel shuttle nice enough drive we get hotel look like hurricane hit girl front desk would not put phone stand counter say hello three time look get room cockroach everywhere move we different room still cockroache everywhere ask refund manager laugh us room dirty towel black stain hair pillow blanket food floor absolutely water pressure hot water toilet would not flush pool area look like battlefield war hotelscom would not anything we stay roach motel night thank god could cancel room way back 4 room total 4 roach dirty towel bed cheap hotel bad u want cheap sleep bus shack cheap cleaner
32975,1520,30989,2021-07-09,Will definitely recommend to anyone visiting your area.,5,1,0,0,0,0,0.6369,definitely recommend anyone visit area
32976,1520,30990,2022-08-18,Worked out well for me. Good night sleep. Shuttle to airport working well.,5,1,1,0,1,0,0.7269,work well good night sleep shuttle airport work well
32977,1520,30991,2021-10-28,WORST HOTEL EXPERIENCE EVER! Blood on sheets rude staff and loud generator didn’t allow us to sleep! This place was disgusting and sketchy. Gave us murder vibes,1,-1,-1,-1,-1,0,-0.9506,bad hotel experience ever blood sheet rude staff loud generator do not allow we sleep place disgusting sketchy give we murder vibe
32978,1520,30992,2020-08-25,"Worst maintenance and washroom. I will
Never be visiting it again",2,-1,-1,0,-1,0,-0.6249,bad maintenance washroom never visit
32979,1520,30993,2022-12-11,"Wyndham is basically a deplorable hotel chain, usually old and not kept in good shape.  We’ve stayed at this Ramada Wyndham before and found it a step above.  This time not so much.  No basic plastic drink glasses in the room, nor ice bucket.  Tub/shower had deep gauge and covered over by red something that looked like dried blood.  Get your act together, Ramada Wyndham.  Restaurant and their employees a big plus.  Airport vans ran on time.",5,-1,-1,1,-1,0,0.2932,wyndham basically deplorable hotel chain usually old keep good shape we ve stay ramada wyndham find step time much basic plastic drink glass room ice bucket tubshower deep gauge cover red something look like dry blood get act together ramada wyndham restaurant employee big plus airport van run time
32980,1520,30994,2023-05-15,You get what you pay for. Needed a hotel because flight schedule changes. This hotel had the right price a 12 hour stay.,3,0,0,0,0,0,-0.1027,get pay need hotel flight schedule change hotel right price 12 hour stay
32981,1520,30995,2022-09-12,"You get what you pay for:  this inexpensive hotel was close to awful. The room was very musty. Cabinet doors stayed open. NO electrical outlets in sight for charging my phone or computer. Commode was loose. Door was dirty. NO HOT WATER.  As I checked out, the lady at the desk never said thank you, never smiled, and generally didn't even acknowledge my presence. I am most embarrassed because I have placed guests at this hotel for over 6 years --- guests that had early morning flights out of IAH. Wyndham Hotels should wake up to this dilapidated hotel so close to IAH.",2,-1,-1,-1,-1,0,-0.9568,get pay inexpensive hotel close awful room musty cabinet door stay open electrical outlet sight charge phone computer commode loose door dirty hot water check lady desk never say thank never smile generally do not even acknowledge presence embarrass place guest hotel 6 year guest early morning flight iah wyndham hotels wake dilapidated hotel close iah
32982,1520,30996,2023-07-29,"Your food was very good , your staff was awesome wish i new there names but they was very nice and helpful 😀 thanks so much for a great stay even though it was short stay",5,1,0,1,0,0,0.9815,food good staff awesome wish new name nice helpful grinning face thank much great stay even though short stay
32983,1653,30997,2022-07-10,Provided free garage parking. Provided the typical amenities like most hotels and motels. Had strong smell of people smoking weeds. Wifi was terrible and insecure.,2,-1,-1,0,-1,0,0.4939,provide free garage parking provide typical amenity like hotel motel strong smell people smoke weed wifi terrible insecure
32984,1653,30998,2023-04-02,"10/10. I would return, this hotel was close to the BMO Stadium and had a great restaurant connected to the hotel",5,1,0,0,0,0,0.6249,1010 would return hotel close bmo stadium great restaurant connect hotel
32985,1653,30999,2021-09-11,A gem in the chaotic overprized Los Angeles market near USC. Located in Koreatown which felt much safer than other areas near USC.,4,1,1,0,1,0,-0.1027,gem chaotic overprize los angeles market near usc locate koreatown feel much safe area near usc
32986,1653,31000,2020-02-26,"A perfect location for the venue that I frequent for entertainment, I will be staying here again for sure.",5,1,0,0,0,0,0.8316,perfect location venue frequent entertainment stay sure
32987,1653,31001,2021-11-13,Absolutely wonderful! Perfect location! The staff was AMAZING! Super nice and very helpful! Stayed here with 3 friends and the room was big! Clean and overall a very pleasant stay! Definatly staying here again if im in town! Also we ate right down stairs at the Koren BBQ and it WAS SO GOOD!!!,5,1,1,1,1,0,0.9879,absolutely wonderful perfect location staff amazing super nice helpful stay 3 friend room big clean overall pleasant stay definatly stay I m town also eat right stairs koren bbq good
32988,1653,31002,2019-07-26,"Accommodating staff, friendly, never had to ask twice for anything, sweet, nice. the bar/pizza joint adjoined to the hotel was a HUGE plus, expertly managed by ""dave"". I was there at least 4 times, even brought a friend to meet there before heading out into the koreatown night....the location, on Wilshire, off Western, was perfect. Food, shopping, public transportation, and local bars you can walk home to at late night hours, were ;perfect. Especially glad  to see security every night guarding the parking lot and elevators outside. Show your card key and you were allowed up. I had the most comfortable sleep there, btw,  after having been on the road for more than two months. Highly recommended!!!",5,1,1,1,1,0,0.9852,accommodate staff friendly never ask twice anything sweet nice barpizza joint adjoin hotel huge plus expertly manage dave least 4 time even bring friend meet head koreatown nightthe location wilshire western perfect food shopping public transportation local bar walk home late night hour perfect especially glad see security every night guard parking lot elevator outside show card key allow comfortable sleep btw road two month highly recommend
32989,1653,31003,2019-05-13,Actually got the room I reserved. Good location. Room was nice.,4,1,1,0,1,0,0.6908,actually get room reserve good location room nice
32990,1653,31004,2019-08-23,"Affordable price,  clean room but bathroom needs improvement looks a bit old",4,-1,1,0,-1,0,0.705,affordable price clean room bathroom need improvement look bit old
32991,1653,31005,2019-09-02,Air conditioning and television didn't work.  Had to ask them to fix it a couple of time.,2,-1,-1,0,0,0,0.0,air conditioning television do not work ask fix couple time
32992,1653,31006,2022-05-16,air conditioning went out while there,3,-1,-1,0,0,0,0.0,air conditioning go
32993,1653,31007,2021-12-16,Asked for extra towels and was dirty. Rollaway too small for 6 feet. Nice hotel,4,-1,0,0,-1,0,-0.0258,ask extra towel dirty rollaway small 6 foot nice hotel
32994,1653,31008,2023-03-12,Attending a concert and this location was perfectly located,4,1,0,0,0,0,0.6369,attend concert location perfectly locate
32995,1653,31009,2022-08-14,Awesome in the middle of the City,4,1,1,0,0,0,0.6249,awesome middle city
32996,1653,31010,2022-01-19,Bad smells on pillows and bathroom but walking distance to restaurants.,2,-1,-1,0,-1,0,-0.3071,bad smell pillow bathroom walk distance restaurant
32997,1653,31011,2020-04-01,Basement parking areacould be cleaner. Smelled bad.,3,-1,0,0,-1,0,-0.4215,basement parking areacould cleaner smell bad
